,﻿銘柄コード,銘柄名,業種,上場市場,次回決算発表日,次回決算発表時間,時価総額,Average Daily Volume(25days),株価,前営業日終値,本日の株価変化率,Bid,Ask,Mid,Mid_Chg_Pct,当日のVolume,Day_High,Day_Low,過去1カ月トータルリターン,過去3か月トータルリターン,過去6か月トータルリターン,過去1年トータルリターン,過去3年トータルリターン,過去5年トータルリターン,25日移動平均,RSI(14日間),配当利回り,PER,PBR,現値と25日移動平均の乖離,Updated_At
3601,9537 JT Equity,北陸瓦斯,Gas Utilities,スタンダード,2026/05/15,14:00,26352000000,2114.814815,5490,5550,-0.010810811,5410,5490,5450,-0.005474453,200,5550,5490,0.215946844,0.451240454,0.547721814,0.524495429,0.983437938,0.971373969,4954.444444,69.25992699,0.014571949,8.321148408,0.511401405,0.108095986,2026/04/28 6:57
3602,9539 JT Equity,京葉瓦斯,Gas Utilities,スタンダード,2026/04/28,14:00,44483580000,6159.259259,1356,1374,-0.013100437,1348,1365,1356.5,-0.015602322,14600,1403,1341,0.029612756,0.141414141,0.166821559,0.207313772,0.758481975,0.343386369,1322.703704,56.87355514,0.019174041,,0.431280067,0.025172906,2026/04/28 6:57
3603,9543 JT Equity,静岡ガス,Gas Utilities,プライム,2026/05/11,14:00,1.09718E+11,131781.4815,1440,1419,0.014799154,1428,1445,1436.5,0.007716591,127400,1440,1418,-0.047619048,0.2,0.302841918,0.292226512,0.381109194,0.83876737,1479.888889,44.68957165,0.029861111,10.42060319,0.8262953,-0.026953976,2026/04/28 6:57
3604,9551 JT Equity,メタウォーター,Machinery,プライム,2026/07/24,,1.51143E+11,152244.4444,3415,3270,0.044342508,3395,3420,3407.5,0.041252865,296300,3420,3315,1.47E-03,0.002921895,-0.017079396,0.68835885,1.05163554,0.856644968,3572.407407,38.21378657,0.020497804,15.59064217,1.665574456,-0.044061998,2026/04/28 6:57
3605,9552 JT Equity,クオンツ総研ホールディングス,Capital Markets,プライム,2026/05/15,14:00,35274070420,366733.3333,652,655,-0.004580153,650,655,652.5,-0.004576659,246200,656,642,0.131944444,-0.432055749,-0.446049278,-0.484228926,-0.805397376,-0.143306947,634.3333333,49.70546904,0.007668712,15.30859078,6.371465685,0.027850762,2026/04/28 6:57
3606,9553 JT Equity,マイクロアド,Media,グロース,2026/05/15,14:00,21430142580,266222.2222,770,712,0.081460674,767,770,768.5,0.079353933,577100,793,729,0.046195652,0.076923077,0.730337079,1.413793103,-0.337159254,0.920199501,775.8148148,48.54362335,,25.55835716,5.471704882,-0.007495107,2026/04/28 6:57
3607,9554 JT Equity,AViC,Media,グロース,2026/05/15,,9465321400,43159.25926,1493,1475,0.01220339,1485,1500,1492.5,0.006745363,16800,1500,1470,0.135361217,-0.308796296,-0.16917084,-0.175593595,0.449514563,0.357272727,1428.444444,55.5237267,,16.48421067,3.816393703,0.045192906,2026/04/28 6:57
3608,9556 JT Equity,INTLOOP,Professional Services,グロース,2026/09/11,,18339523920,110007.4074,1948,1935,0.006718346,1941,1977,1959,0.010835913,53200,1948,1886,0.134536983,-0.465569273,-0.528899637,-0.14467618,-0.477747989,0.440295749,1883.814815,46.1844755,,15.21706239,2.765357712,0.034071919,2026/04/28 6:57
3609,9557 JT Equity,エアークローゼット,Specialty Retail,グロース,2026/05/15,14:00,2029629000,61829.62963,245,246,-0.004065041,241,245,243,0.008298755,40200,245,235,0.084070796,-0.082397004,-0.297994269,-0.451901566,-0.402439024,-0.768867925,234.962963,56.18967407,,,6.578512531,0.042717528,2026/04/28 6:57
3610,9558 JT Equity,ジャパニアス,IT Services,グロース,2026/07/07,,8793359400,13088.88889,2191,2150,0.019069767,2180,2191,2185.5,0.014859531,8100,2191,2150,0.051848296,0.023353573,-0.084680283,0.06873557,-0.122914587,0.045845441,2143.888889,58.22354694,0.045184847,11.1897009,2.590831452,0.021974605,2026/04/28 6:57
3611,9560 JT Equity,プログリット,Diversified Consumer Services,グロース,2026/07/09,,9521364339,95159.25926,747,764,-0.022251309,747,754,750.5,-0.024057217,120400,774,746,0.031767956,-0.169310397,-0.228524524,-0.296808048,-0.103171786,1.598706894,798.3333333,30.24300151,0.029451138,12.01148008,3.641995835,-0.064300626,2026/04/28 6:57
3612,9561 JT Equity,グラッドキューブ,Media,グロース,,,3585529500,24711.11111,425,414,0.026570048,414,426,420,0.010830325,10000,425,412,-0.105263158,-0.036281179,-0.187380497,-0.475308642,-0.264705882,-0.66796875,464.2592593,34.25048834,,,5.205052726,-0.084563223,2026/04/28 6:57
3613,9562 JT Equity,ビジネスコーチ,Professional Services,グロース,,,2854664100,7425.925926,673,676,-0.00443787,672,683,677.5,-0.002943341,5400,683,673,-0.099062918,-0.221965318,-0.145577656,0.28193024,0.516148594,-0.355801408,728.8395062,26.84695157,0.024764734,80.33711826,2.074907757,-0.076614269,2026/04/28 6:57
3614,9563 JT Equity,Atlas Technologies,Professional Services,グロース,,,2117550000,11388.88889,285,287,-0.006968641,284,288,286,-0.001745201,2500,288,285,-1.04E-02,-0.030612245,-0.086538462,-0.043624161,-0.770900322,-0.8575,287.3703704,41.22178022,,138.6723654,1.262006367,-0.008248486,2026/04/28 6:57
3615,9564 JT Equity,FCE,Diversified Consumer Services,スタンダード,2026/05/14,11:00,10617594000,57014.81481,481,482,-0.002074689,480,482,481,-0.009268795,21900,489,480,-0.036072144,-0.277777778,-0.297810219,-0.104836391,0.84256685,0.685864532,497.1481481,37.87941377,0.015592516,15.99563323,2.733717916,-0.032481561,2026/04/28 6:57
3616,9565 JT Equity,GLOE,Entertainment,グロース,,,2065294152,4914.814815,744,740,0.005405405,736,744,740,0.002710027,3300,744,726,0.043478261,-0.097087379,-0.107913669,-0.25748503,-0.662585034,-0.723522854,727.5185185,53.41772301,,54.36070387,4.030060371,0.022654381,2026/04/28 6:57
3617,9601 JT Equity,松竹,Entertainment,プライム,2026/07/15,,1.44396E+11,69981.48148,10360,10150,0.020689655,10310,10360,10335,0.018728438,50400,10360,10080,-0.117546848,-0.105260901,-0.184559347,-0.224114304,-0.140343987,-0.158676481,11228.14815,40.1520866,0.003861004,27.53909309,1.315841496,-0.077318908,2026/04/28 6:57
3618,9602 JT Equity,東宝,Entertainment,プライム,2026/07/15,,1.28612E+12,3523577.778,1461.5,1436,0.01775766,1457.5,1462,1459.75,0.016362054,3496300,1462,1416.5,-0.114510754,-0.086503585,-0.17670026,-0.063339585,0.415481494,0.796349127,1584.62963,35.24197053,0.015053028,25.80500173,2.380266989,-0.077702466,2026/04/28 6:57
3619,9603 JT Equity,エイチ・アイ・エス,"Hotels, Restaurants & Leisure",プライム,2026/06/12,,84652592160,544111.1111,1060,1057,0.002838221,1059,1062,1060.5,0.002836879,562300,1072,1052,0.013384321,-0.178931061,-0.202316815,-0.371337384,-0.474114336,-0.530836502,1072.777778,43.21531796,0.009433962,9.991525019,1.313530692,-0.011910927,2026/04/28 6:57
3620,9605 JT Equity,東映,Entertainment,プライム,2026/05/15,14:00,4.38637E+11,79996.2963,5940,5770,0.029462738,5940,5950,5945,0.028546713,86700,5960,5760,0.020618557,0.066181885,0.079677858,0.162913959,0.651542423,0.273121643,5836.666667,61.45368596,0.006060606,18.97896498,1.298756575,0.017704169,2026/04/28 6:57
3621,9610 JT Equity,ｳｨﾙｿﾝ･ﾗｰﾆﾝｸﾞ ﾜｰﾙﾄﾞﾜｲﾄﾞ,Professional Services,スタンダード,2026/05/15,14:00,1717959320,544925.9259,154,172,-0.104651163,153,155,154,-0.107246377,452000,173,152,0.25203252,-0.266666667,0.092198582,0.87804878,-1.91E-02,-0.3125,140.2592593,51.12269777,,,2.064820777,0.097966728,2026/04/28 6:57
3622,9612 JT Equity,ラックランド,Professional Services,プライム,2026/05/15,,16424881500,40955.55556,1445,1408,0.026278409,1439,1450,1444.5,0.021208908,49500,1447,1415,-0.026280323,-0.203856749,0.231342614,-0.146480222,-0.545055346,-0.381982508,1528,36.12770768,0.01384083,6.626773186,1.258806761,-0.054319372,2026/04/28 6:57
3623,9616 JT Equity,共立メンテナンス,"Hotels, Restaurants & Leisure",プライム,2026/05/15,14:00,2.21175E+11,972937.037,2424,2397,0.01126408,2420,2424,2422,0.009271799,635000,2424,2391,0.007900208,-0.126162576,-0.191014312,-0.173843132,-0.081610575,0.464519808,2496.388889,40.55001949,0.018976898,12.9858806,1.595466525,-0.028997441,2026/04/28 6:57
3624,9619 JT Equity,イチネンホールディングス,Ground Transportation,プライム,2026/05/01,14:00,51302648093,33344.44444,2159,2137,0.010294806,2146,2169,2157.5,0.0119606,35400,2159,2125,0.026628626,0.054149546,0.087465878,0.349168855,0.754520336,1.045891412,2133.592593,57.3938535,0.037054192,7.543890865,0.734683932,0.011908275,2026/04/28 6:57
3625,9621 JT Equity,建設技術研究所,Construction & Engineering,プライム,2026/05/13,14:00,81896153424,41177.77778,2892,2854,0.013314646,2876,2904,2890,0.013146363,66800,2892,2841,-0.039202658,-0.017329256,0.019569313,0.240028257,0.905404795,1.713379945,3041.62963,33.1115729,0.02593361,13.24496717,1.198773644,-0.049193902,2026/04/28 6:57
3626,9622 JT Equity,スペース,Professional Services,プライム,2026/05/13,14:00,40512285837,51374.07407,1523,1489,0.022834117,1497,1523,1510,0.01615074,40400,1523,1489,0.009277667,-0.017419355,0.123150218,0.476654914,0.888817629,1.119446821,1541.259259,46.01042233,0.051214708,10.23094357,1.072317542,-0.011846975,2026/04/28 6:57
3627,9625 JT Equity,セレスポ,Media,スタンダード,2026/05/14,15:00,6205408000,3992.592593,1088,1088,0,1084,1089,1086.5,-0.001378676,2200,1088,1070,0.01777362,0.024238607,0.012296811,0.089489329,0.30932687,0.95861703,1088.259259,49.1319425,0.036764706,,0.58938164,-0.000238233,2026/04/28 6:57
3628,9627 JT Equity,アインホールディングス,Consumer Staples Distribution & Retail,プライム,2026/06/05,,2.04244E+11,197474.0741,5765,5900,-0.022881356,5733,5766,5749.5,-0.02715736,514800,5880,5671,0.046553268,-0.08714665,-0.094780858,0.049371634,0.065371189,-0.007771772,5886.111111,41.02104706,0.013876843,14.73847535,1.343253449,-0.020575743,2026/04/28 6:57
3629,9628 JT Equity,燦ホールディングス,Diversified Consumer Services,プライム,2026/05/15,15:00,33759000000,53477.77778,1395,1379,0.011602611,1381,1396,1388.5,0.007985481,40200,1395,1376,0.041044776,-0.045174538,-0.075368813,0.198047823,0.292722704,1.991298196,1385.555556,51.56120475,0.038351254,11.44428351,0.754002413,0.006816359,2026/04/28 6:57
3630,9629 JT Equity,ピー・シー・エー,Software,プライム,2026/07/24,,30272000000,81337.03704,1376,1582,-0.130214918,1375,1378,1376.5,-0.133731907,277800,1417,1312,-0.144278607,-0.245707281,-0.254962407,-0.198849075,0.47377926,0.073717276,1663.074074,9.655903714,0.069040698,11.76772428,,-0.172616529,2026/04/28 6:57
3631,9632 JT Equity,スバル興業,Construction & Engineering,スタンダード,2026/06/10,,46119150000,14814.81481,3465,3470,-0.001440922,3420,3480,3450,-0.002890173,21000,3490,3425,-0.0375,0.127019973,0.020542795,0.106123298,0.949546485,1.53350469,3621.666667,36.89951151,0.023088023,13.91551752,1.210519452,-0.043258168,2026/04/28 6:57
3632,9633 JT Equity,東京テアトル,Real Estate Management & Development,スタンダード,2026/05/13,14:00,12420150000,10040.74074,1550,1550,0,1550,1563,1556.5,0.00874919,1500,1566,1546,-0.085005903,0.0387408,0.103432372,0.422582063,0.39524825,0.310675568,1620.740741,30.11323052,0.006451613,11.93255339,0.632577355,-0.043647166,2026/04/28 6:57
3633,9635 JT Equity,武蔵野興業,Industrial Conglomerates,スタンダード,2026/05/15,15:00,2673300000,670,2546,2576,-0.011645963,2515,2575,2545,-0.004108785,700,2574,2546,0.0184,0.017585931,0.173812817,0.206635071,0.279396985,0.206635071,2559.75,40.21404881,,22.60535708,0.67549544,-0.005371618,2026/04/28 6:57
3634,9636 JT Equity,きんえい,Real Estate Management & Development,スタンダード,2026/06/09,,11819990000,972,4190,4185,0.001194743,4140,4195,4167.5,-0.002990431,2900,4190,4135,0.016990291,-0.009388055,0.025688559,0.028199424,0.273480742,0.374946098,4152,59.15267105,0.002386635,52.17641916,4.233170361,0.009152216,2026/04/28 6:57
3635,9639 JT Equity,三協フロンテア,Real Estate Management & Development,スタンダード,2026/05/12,,50450688000,3962.962963,2160,2164,-0.001848429,2159,2165,2162,-0.003227294,5700,2179,2159,-0.003230272,0.034171969,0.080811097,0.172568245,0.372889603,0.360714648,2174.111111,43.36411376,0.039351852,8.8874044,0.950917409,-0.00649052,2026/04/28 6:57
3636,9640 JT Equity,セゾンテクノロジー,IT Services,スタンダード,2026/05/13,14:00,37584000000,3144.444444,2320,2303,0.007381676,2312,2345,2328.5,0.007354532,1400,2346,2300,0.026548673,-0.062521914,0.266021771,0.372983409,0.443214673,0.367888542,2306.518519,49.73459867,0.038793103,34.47604942,2.801746913,0.005844948,2026/04/28 6:57
3637,9644 JT Equity,タナベコンサルティンググルー,Professional Services,プライム,2026/05/13,12:00,24956000000,31985.18519,734,723,0.015214385,733,734,733.5,0.013121547,32900,735,725,0.050071531,0.018683523,0.077228553,-0.039610706,0.875205004,1.559563355,716.5555556,65.60137875,0.036784741,22.30366402,2.263865739,0.02434486,2026/04/28 6:57
3638,9647 JT Equity,協和コンサルタンツ,Construction & Engineering,スタンダード,2026/07/10,,4823603000,1133.333333,8230,8180,0.006112469,8130,8240,8185,0.004294479,500,8230,8230,0.080052493,-0.079418345,0.156427684,0.340106636,1.247929262,1.667712252,8023.703704,51.73875878,0.0036452,7.574133093,1.045802706,0.025710857,2026/04/28 6:57
3639,9651 JT Equity,日本プロセス,IT Services,スタンダード,2026/07/07,,19640061900,13222.22222,1845,1812,0.018211921,1845,1850,1847.5,0.017065786,9100,1862,1812,0.019337017,0.026140156,0.118472934,0.329028714,1.081480496,1.764935995,1838.666667,52.81102805,0.037398374,16.19086028,1.575907986,0.003444525,2026/04/28 6:57
3640,9656 JT Equity,グリーンランドリゾート,"Hotels, Restaurants & Leisure",スタンダード,2026/05/14,14:00,6342516679,3166.666667,613,619,-0.009693053,612,614,613,-0.008090615,10000,620,608,0.009884679,0.01322314,0.000132001,0.017962556,0.200322704,0.63875023,611.5925926,46.0656878,0.024469821,12.31714045,0.601016613,0.002301217,2026/04/28 6:57
3641,9658 JT Equity,ビジネスブレイン太田昭和,IT Services,プライム,2026/05/14,15:00,32162488800,107025.9259,923,920,0.00326087,919,924,921.5,0.001086366,82100,924,918,-0.011777302,-0.16748405,-0.078140875,0.102811165,0.58722509,0.780174712,948.3333333,35.92907364,0.048031779,11.74381186,1.010332585,-0.026713533,2026/04/28 6:57
3642,9661 JT Equity,歌舞伎座,Real Estate Management & Development,スタンダード,2026/07/14,,54339050000,4381.481481,4465,4460,0.001121076,4465,4470,4467.5,0.001120448,1800,4470,4460,-0.004459309,-0.048944444,-0.020819034,-0.015427068,-0.060878017,-0.069616005,4492.962963,40.54529786,0.001119821,179.1030862,4.760301319,-0.006223724,2026/04/28 6:57
3643,9663 JT Equity,ナガワ,Household Durables,プライム,2026/05/15,12:00,86529662060,29877.77778,5290,5240,0.009541985,5240,5310,5275,0.010536398,32800,5300,5210,-0.097269625,-0.109226318,-0.126579052,-0.133611427,-0.135101538,-0.324696836,5617.037037,32.2904338,0.018903592,24.46132645,1.205838009,-0.058222339,2026/04/28 6:57
3644,9672 JT Equity,東京都競馬,"Hotels, Restaurants & Leisure",プライム,2026/05/15,14:00,1.57837E+11,40522.22222,5620,5660,-0.007067138,5610,5630,5620,-0.005309735,43400,5640,5590,-0.012302285,0.046554935,0.012457338,0.377701609,0.407317803,0.067191226,5767.407407,36.53061751,0.020996441,13.94463964,1.544181618,-0.025558695,2026/04/28 6:57
3645,9678 JT Equity,カナモト,Trading Companies & Distributors,プライム,2026/06/05,,1.80151E+11,116759.2593,4650,4665,-0.003215434,4630,4650,4640,-0.006423983,197000,4665,4580,0.075514874,0.25,0.294621644,0.512446873,1.230170438,1.040422758,4463.518519,64.89640652,0.021505376,13.56596412,1.070636437,0.041779032,2026/04/28 6:57
3646,9679 JT Equity,ホウライ,Financial Services,スタンダード,2026/04/28,15:00,9262188000,679.1666667,2199,2146,0.024697111,2161,2411,2286,0.043359197,1500,2434,2145,0.075305623,0.077413033,0.157368421,0.344589706,1.17441812,1.357876084,2091.833333,82.05567684,0.010914052,16.92560612,0.922353398,0.051230978,2026/04/28 6:57
3647,9682 JT Equity,ＤＴＳ,IT Services,プライム,2026/05/01,14:00,1.71989E+11,370662.963,1049,1042,0.00671785,1047,1050,1048.5,0.005755396,499600,1053,1043,0.042743539,-0.152925676,-0.166779696,0.067300205,0.427819182,0.949332461,1058.703704,43.23400259,0.03336511,13.76098667,2.795111861,-0.009165646,2026/04/28 6:57
3648,9684 JT Equity,ｽｸｳｪｱ･ｴﾆｯｸｽ･ﾎｰﾙﾃﾞｨﾝｸﾞｽ,Entertainment,プライム,2026/05/14,,9.21193E+11,1130237.037,2506,2445,0.024948875,2506,2512.5,2509.25,0.026278119,925000,2511.5,2445.5,0.022231287,-0.060124083,-0.164778693,0.071563807,0.173562555,0.315051699,2549.962963,43.39272589,0.017158819,25.91958654,2.642868705,-0.017240628,2026/04/28 6:57
3649,9685 JT Equity,ＫＹＣＯＭホールディングス,Professional Services,スタンダード,2026/05/14,14:00,3248337420,2533.333333,635,641,-0.009360374,634,640,637,0.002360346,4900,641,626,0.014376997,-0.028397937,0.00646454,0.040554468,0.464575224,0.081186605,632.1481481,50.26195776,0.015748031,7.071288623,0.634303064,4.51E-03,2026/04/28 6:57
3650,9686 JT Equity,東洋テック,Commercial Services & Supplies,スタンダード,2026/05/13,14:00,17571691020,8344.444444,1537,1543,-0.003888529,1536,1551,1543.5,0.000324044,8000,1565,1536,-0.047117173,-0.071925957,-0.007313207,0.206948297,0.707601393,0.799788053,1605.296296,24.99142922,0.042290176,7.105245537,0.684979673,-0.042544355,2026/04/28 6:57
3651,9687 JT Equity,ＫＳＫ,Software,スタンダード,2026/04/30,14:00,33714564720,3844.444444,4415,4365,0.011454754,4365,4415,4390,0.006880734,1500,4415,4350,0.017281106,-0.074489763,-0.111259065,0.516001066,1.205533359,1.406135297,4383.703704,57.56041205,0.038052095,11.67936892,1.490700484,0.007139236,2026/04/28 6:57
3652,9691 JT Equity,両毛システムズ,IT Services,スタンダード,2026/05/14,12:00,13583700000,2362.962963,3870,3790,0.021108179,3865,3900,3882.5,0.003229974,1500,3930,3840,0.102564103,-0.192062985,-0.122915223,0.35270653,1.039872625,1.102258558,3752.407407,49.49772634,0.011369509,6.622469582,0.909620697,0.031337907,2026/04/28 6:57
3653,9692 JT Equity,シーイーシー,Software,プライム,2026/06/11,,69562699600,85000,1978,1955,0.011764706,1971,1982,1976.5,0.011256076,70700,1987,1950,0.041052632,-0.118350321,-0.101032202,-0.043723961,0.539742295,0.692052134,1982,45.85929986,0.035389282,11.81340066,1.449059874,-0.002018163,2026/04/28 6:57
3654,9697 JT Equity,カプコン,Entertainment,プライム,2026/05/13,14:40,1.86021E+12,2505707.407,3490,3465,0.007215007,3487,3492,3489.5,0.007361432,2533400,3574,3473,0.053743961,-0.099297234,-0.188098915,-0.101147328,0.416136699,1.141369246,3458.333333,50.27312553,0.012893983,21.83121672,5.833731441,0.009156627,2026/04/28 6:57
3655,9698 JT Equity,クレオ,Software,スタンダード,2026/05/08,14:00,10294239912,8200,1199,1190,0.007563025,1199,1203,1201,0.010942761,1400,1209,1188,0.000834725,-0.025605354,0.077359029,0.16115362,0.55119472,0.101809019,1194.62963,55.66062604,0.04587156,11.05180019,1.255443647,0.003658348,2026/04/28 6:57
